user_id;age;gender;education_level;employment_status;job_title;monthly_income_cop;monthly_expenses_cop;savings_cop;has_loan;loan_type;debt_to_income_ratio;credit_score;savings_to_income_ratio;region;record_date
U100063;53;femenino;posgrado;autonomo;Investigador/a;9477005;7556121;12074717;0;ninguno;0;587;1,2741;Region Insular;2026-04
U100064;51;masculino;secundaria;empleado;Mensajero/a;2108999;1641032;18956791;0;ninguno;0;613;5;Region Andina;2026-11
U100065;21;masculino;tecnico/tecnologico;desempleado;Null;532976;508745;270666;1;personal;0,1699;600;0,5078;Orinoquia;2026-01
U100066;45;femenino;secundaria;empleado;Mensajero/a;3088739;1561820;14631887;0;ninguno;0;598;4,7372;Region Caribe;2026-01
U100067;51;masculino;secundaria;empleado;Recepcionista;2289800;1759379;9638021;0;ninguno;0;544;4,2091;Region Caribe;2027-12
U100068;37;masculino;tecnico/tecnologico;empleado;Tecnico en sistemas;3970479;3343244;17268845;0;ninguno;0;468;4,3493;Region Andina;2025-04
U100069;45;femenino;secundaria;empleado;Auxiliar de bodega;1986340;1012500;24714133;1;personal;0,3172;724;5;Region Andina;2026-06
U100070;22;femenino;secundaria;autonomo;Cajero/a;1349719;689496;7262491;0;ninguno;0;585;5;Region Pacifica;2025-10
U100071;37;femenino;pregrado;empleado;Administrador/a;3940725;2263929;7130266;1;personal;0,0899;442;1,8094;Region Pacifica;2025-06
U100072;51;masculino;pregrado;empleado;Analista de datos;6975267;5235981;42999279;1;personal;0,1189;559;5;Bogota D.C.;2025-06
U100073;48;masculino;secundaria;desempleado;Null;688463;651274;738027;0;ninguno;0;445;1,072;Bogota D.C.;2025-05
U100074;55;femenino;tecnico/tecnologico;autonomo;Tecnico contable;4556561;3511394;16937674;0;ninguno;0;487;3,7172;Orinoquia;2025-08
U100075;27;femenino;pregrado;empleado;Administrador/a;7742023;4157425;74888812;0;ninguno;0;798;5;Region Andina;2025-10
U100076;47;masculino;posgrado;empleado;Medico/a especialista;7064054;4651566;100914195;1;personal;0,1291;652;5;Region Andina;2026-12
U100077;35;femenino;pregrado;desempleado;Null;699974;699974;0;0;ninguno;0;614;0;Region Caribe;2026-09
U100078;49;masculino;posgrado;empleado;Medico/a especialista;9624050;6057668;175497269;0;ninguno;0;839;5;Region Andina;2026-02
U100079;20;masculino;tecnico/tecnologico;estudiante;Estudiante;220477;218787;37007;1;automotor;0,1079;552;0,1678;Region Andina;2026-06
U100080;37;masculino;tecnico/tecnologico;autonomo;Diseñador/a grafico/a jr;6268380;4045934;71897014;1;personal;0,1951;660;5;Amazonia;2025-01
U100081;68;femenino;tecnico/tecnologico;empleado;Asistente de nomina;3827715;2178230;4449420;1;personal;0,1885;608;1,1624;Region Andina;2027-12
U100082;36;masculino;secundaria;autonomo;Auxiliar de bodega;2432935;1494457;10387297;1;personal;0,4371;520;4,2695;Region Andina;2025-10
U100083;39;masculino;secundaria;autonomo;Auxiliar de bodega;2244960;1623433;4100709;0;ninguno;0;641;1,8266;Region Andina;2025-04
U100084;21;femenino;pregrado;empleado;Analista de datos;6989897;3609637;155662068;1;automotor;0,2655;738;5;Region Pacifica;2025-11
U100085;29;masculino;tecnico/tecnologico;empleado;Asistente de nomina;1292594;931864;2816099;0;ninguno;0;617;2,1786;Orinoquia;2026-06
U100086;65;masculino;posgrado;empleado;Investigador/a;10749214;9654693;2788445;0;ninguno;0;557;0,2594;Region Insular;2026-01
U100087;34;masculino;secundaria;empleado;Operario/a;1675350;1315074;14469673;1;hipoteca;0,3156;696;5;Region Caribe;2025-02
U100088;30;femenino;tecnico/tecnologico;jubilado;Jubilado/a;1155629;849712;6969148;0;ninguno;0;521;5;Region Caribe;2026-08
U100089;47;femenino;pregrado;empleado;Docente;2056464;1368493;16891565;1;automotor;0,2318;645;5;Region Caribe;2026-09
U100090;61;masculino;pregrado;autonomo;Contador/a;7241167;5220717;84044046;0;ninguno;0;580;5;Region Andina;2026-02
U100091;59;femenino;pregrado;empleado;Enfermero/a;5058317;2928444;76182743;1;automotor;0,1956;657;5;Region Andina;2026-09
U100092;27;femenino;pregrado;empleado;Analista de datos;7304004;4610353;5983368;0;ninguno;0;680;0,8192;Region Caribe;2026-06
U100093;30;masculino;tecnico/tecnologico;autonomo;Tecnico en sistemas;3274217;2309142;7809871;0;ninguno;0;573;2,3853;Region Andina;2027-12
U100094;21;masculino;pregrado;autonomo;Contador/a;5487865;4546458;40132811;0;ninguno;0;637;5;Region Andina;2025-01
U100095;64;masculino;tecnico/tecnologico;jubilado;Jubilado/a;1001806;580979;12489863;0;ninguno;0;565;5;Orinoquia;2025-07
U100096;32;masculino;secundaria;autonomo;Vendedor/a;2475370;2225023;6776277;0;ninguno;0;689;2,7375;Region Pacifica;2025-11
U100097;38;masculino;pregrado;empleado;Administrador/a;3683287;3225312;11508270;0;ninguno;0;649;3,1245;Region Andina;2026-02
U100098;33;femenino;tecnico/tecnologico;empleado;Asistente de nomina;3848257;2316634;22265502;1;automotor;0,2965;550;5;Region Andina;2026-10
U100099;53;masculino;secundaria;empleado;Recepcionista;1819886;1299168;20020360;1;hipoteca;0,097;661;5;Region Andina;2025-10
U100100;66;femenino;tecnico/tecnologico;jubilado;Jubilado/a;2131953;1737057;4199402;0;ninguno;0;625;1,9697;Region Andina;2025-07
U100101;22;femenino;pregrado;empleado;Desarrollador/a de software;9997902;7275703;23166484;0;ninguno;0;592;2,3171;Region Caribe;2025-05
U100102;61;femenino;pregrado;jubilado;Jubilado/a;1672519;1300209;3750765;0;ninguno;0;484;2,2426;Region Andina;2025-03
U100103;26;masculino;tecnico/tecnologico;empleado;Tecnico contable;3310500;1971367;51708970;0;ninguno;0;606;5;Region Pacifica;2025-11
U100104;44;femenino;pregrado;autonomo;Enfermero/a;3428532;2328914;38250301;1;personal;0,4251;669;5;Bogota D.C.;2026-12
U100105;61;masculino;pregrado;jubilado;Jubilado/a;2071969;1190426;1911745;0;ninguno;0;650;0,9227;Region Andina;2025-06
U100106;65;masculino;posgrado;empleado;Jefe de Area;8792229;5776995;173003815;0;ninguno;0;850;5;Region Pacifica;2026-04
U100107;41;masculino;posgrado;empleado;Medico/a especialista;12698514;10002676;21865741;1;educativo;0,1655;602;1,7219;Bogota D.C.;2026-06
U100108;31;femenino;secundaria;autonomo;Auxiliar administrativo/a;1802512;905056;13469653;0;ninguno;0;661;5;Region Andina;2025-03
U100109;68;femenino;tecnico/tecnologico;jubilado;Jubilado/a;1980392;1279953;11463225;1;automotor;0,2559;593;5;Region Andina;2025-04
U100110;57;femenino;tecnico/tecnologico;empleado;Agente de soporte;4438612;2571681;1871750;0;ninguno;0;541;0,4217;Region Pacifica;2025-11
U100111;21;femenino;pregrado;autonomo;Enfermero/a;4716050;2584013;73431583;0;ninguno;0;740;5;Region Andina;2025-01
U100112;47;masculino;secundaria;empleado;Vendedor/a;2372419;1842616;10538937;0;ninguno;0;602;4,4423;Region Andina;2025-10
U100113;30;femenino;posgrado;empleado;Gerente de proyectos;8827601;6491356;84601670;1;hipoteca;0,2726;630;5;Region Pacifica;2025-03
U100114;30;masculino;pregrado;empleado;Docente;3892125;3073167;14287804;1;hipoteca;0,2824;519;3,671;Region Caribe;2026-11
U100115;33;masculino;pregrado;autonomo;Administrador/a;5301037;3453553;30931084;0;ninguno;0;720;5;Region Andina;2026-03
U100116;47;femenino;posgrado;autonomo;Medico/a especialista;8749327;5292696;26103737;0;ninguno;0;587;2,9835;Orinoquia;2026-01
U100117;26;femenino;secundaria;empleado;Vendedor/a;2516216;1527895;6608299;1;personal;0,3203;624;2,6263;Region Insular;2026-11
U100118;56;masculino;posgrado;empleado;Medico/a especialista;10055535;8221300;30647876;1;personal;0,3698;493;3,0479;Region Pacifica;2026-08
U100119;24;masculino;posgrado;empleado;Consultor/a senior;2447569;2169817;15617760;0;ninguno;0;415;5;Region Andina;2026-11
U100120;39;masculino;secundaria;autonomo;Cajero/a;1497198;869584;16807679;0;ninguno;0;686;5;Region Andina;2026-07
U100121;62;masculino;secundaria;empleado;Mensajero/a;1204441;708092;15985640;0;ninguno;0;729;5;Region Caribe;2026-03
U100122;45;masculino;secundaria;empleado;Recepcionista;3528064;1911714;12267658;1;hipoteca;0,2288;561;3,4772;Region Andina;2027-12
U100123;25;masculino;pregrado;empleado;Ingeniero/a civil;4876238;4345638;352709;0;ninguno;0;566;0,0723;Bogota D.C.;2025-02
U100124;35;masculino;tecnico/tecnologico;autonomo;Asistente de nomina;4359959;2683881;24499555;1;hipoteca;0,3727;641;5;Bogota D.C.;2026-08
U100125;60;femenino;pregrado;jubilado;Jubilado/a;1310606;1005473;11437521;0;ninguno;0;686;5;Bogota D.C.;2026-09
U100126;65;femenino;secundaria;jubilado;Jubilado/a;1022900;582045;8216938;0;ninguno;0;713;5;Region Caribe;2025-11
U100127;23;masculino;posgrado;empleado;Gerente de proyectos;7742828;6234432;55256628;1;educativo;0,1458;624;5;Region Andina;2025-11
U100128;54;masculino;pregrado;empleado;Analista de datos;5155246;3539016;54266686;0;ninguno;0;689;5;Bogota D.C.;2026-04
U100129;70;masculino;tecnico/tecnologico;jubilado;Jubilado/a;2069844;1724842;12283864;0;ninguno;0;547;5;Orinoquia;2025-04
U100130;59;masculino;pregrado;empleado;Analista financiero/a;3051803;1710784;21422105;0;ninguno;0;744;5;Region Andina;2027-12
U100131;59;masculino;posgrado;empleado;Gerente de proyectos;10103261;5556639;154075967;1;personal;0,4214;674;5;Orinoquia;2025-11
U100132;47;femenino;pregrado;desempleado;Null;184001;181589;43911;0;ninguno;0;440;0,2386;Region Andina;2026-11
U100133;44;masculino;secundaria;desempleado;Null;133553;133490;565;0;ninguno;0;535;0,0042;Orinoquia;2025-05
U100134;18;masculino;pregrado;estudiante;Estudiante;1069977;761592;17625173;0;ninguno;0;808;5;Region Insular;2026-02
U100135;40;femenino;tecnico/tecnologico;empleado;Agente de soporte;1949534;1323302;22753179;1;hipoteca;0,3605;730;5;Amazonia;2026-09
U100136;52;masculino;secundaria;autonomo;Recepcionista;1801916;949331;42571947;0;ninguno;0;850;5;Region Andina;2026-04
U100137;30;masculino;secundaria;empleado;Auxiliar de bodega;1845602;1264767;3185299;0;ninguno;0;528;1,7259;Region Caribe;2025-05
U100138;24;femenino;pregrado;autonomo;Contador/a;6483508;4959640;8145893;1;personal;0,1751;573;1,2564;Bogota D.C.;2025-02
U100139;58;femenino;posgrado;autonomo;Consultor/a senior;11722826;9003905;168551028;0;ninguno;0;664;5;Region Andina;2025-01
U100140;52;masculino;pregrado;autonomo;Analista de datos;7447455;6045012;21759729;0;ninguno;0;656;2,9218;Orinoquia;2025-06
U100141;60;femenino;secundaria;empleado;Cajero/a;2531818;1331883;33557447;0;ninguno;0;699;5;Region Caribe;2025-04
U100142;64;femenino;pregrado;empleado;Desarrollador/a de software;8512774;4850578;15832073;0;ninguno;0;529;1,8598;Region Caribe;2025-09
U100143;70;masculino;tecnico/tecnologico;jubilado;Jubilado/a;2386928;1930851;3403374;0;ninguno;0;463;1,4258;Region Pacifica;2026-11
U100144;67;masculino;pregrado;jubilado;Jubilado/a;2388456;1728141;6486374;1;personal;0,1899;480;2,7157;Region Caribe;2025-08
U100145;47;femenino;pregrado;empleado;Contador/a;6754217;4858899;62891468;1;hipoteca;0,3048;775;5;Region Caribe;2025-01
U100146;56;masculino;secundaria;jubilado;Jubilado/a;1975959;1130274;17994802;0;ninguno;0;599;5;Region Andina;2026-05
U100147;60;masculino;secundaria;jubilado;Jubilado/a;2520603;1600662;26803231;0;ninguno;0;844;5;Region Pacifica;2025-11
U100148;35;femenino;tecnico/tecnologico;desempleado;Null;100256;98865;13554;0;ninguno;0;515;0,1352;Region Andina;2027-12
U100149;23;femenino;secundaria;jubilado;Jubilado/a;1580717;885472;3400670;0;ninguno;0;553;2,1513;Region Andina;2027-12
U100150;33;femenino;pregrado;empleado;Docente;7908017;6273405;75597365;1;hipoteca;0,1967;770;5;Region Caribe;2026-10
U100151;67;femenino;secundaria;jubilado;Jubilado/a;1221895;745743;10365552;1;personal;0,2119;557;5;Region Pacifica;2026-03
U100152;30;masculino;pregrado;autonomo;Analista de datos;5695969;3229919;77900603;1;hipoteca;0,3584;688;5;Bogota D.C.;2026-08
U100153;59;otro;secundaria;empleado;Mensajero/a;1094229;709560;17764512;0;ninguno;0;755;5;Region Caribe;2026-02
U100154;58;masculino;posgrado;empleado;Jefe de Area;13381852;10147220;148128983;0;ninguno;0;569;5;Region Caribe;2026-07
U100155;46;masculino;secundaria;autonomo;Mensajero/a;1411711;1053623;12028869;0;ninguno;0;741;5;Bogota D.C.;2025-05
U100156;65;masculino;pregrado;empleado;Ingeniero/a civil;3412975;2954329;11234066;0;ninguno;0;678;3,2916;Region Caribe;2026-07
U100157;55;femenino;tecnico/tecnologico;autonomo;Agente de soporte;3084131;2698514;6560593;0;ninguno;0;471;2,1272;Region Caribe;2025-01
U100158;27;femenino;pregrado;empleado;Administrador/a;6099919;5048257;36397547;1;personal;0,2738;652;5;Amazonia;2026-09
U100159;41;masculino;secundaria;empleado;Operario/a;2315830;1388735;27403658;0;ninguno;0;439;5;Region Caribe;2026-09
U100160;39;masculino;tecnico/tecnologico;empleado;Tecnico en electricidad;2356165;1405727;11974735;0;ninguno;0;621;5;Region Andina;2025-07
U100161;22;masculino;posgrado;empleado;Especialista en datos;15354288;11637314;29193326;1;educativo;0,2725;603;1,9013;Region Caribe;2026-12
U100162;45;masculino;pregrado;empleado;Enfermero/a;8391459;5283058;84715898;1;personal;0,334;617;5;Bogota D.C.;2026-02
U100163;30;femenino;secundaria;autonomo;Operario/a;2390959;1372840;28088014;0;ninguno;0;750;5;Bogota D.C.;2026-03
U100164;59;masculino;posgrado;empleado;Medico/a especialista;14478803;11224002;35765476;1;automotor;0,1419;507;2,4702;Region Pacifica;2026-01
U100165;29;femenino;pregrado;desempleado;Null;316790;316790;0;0;ninguno;0;639;0;Bogota D.C.;2026-12
U100166;24;masculino;secundaria;jubilado;Jubilado/a;1654595;1017370;35682187;0;ninguno;0;788;5;Bogota D.C.;2025-02
U100167;51;masculino;tecnico/tecnologico;autonomo;Tecnico contable;2501714;1319413;15901755;1;hipoteca;0,3078;517;5;Region Caribe;2026-05
U100168;39;masculino;pregrado;empleado;Enfermero/a;4947612;3416187;2104835;0;ninguno;0;495;0,4254;Region Andina;2026-01
U100169;39;femenino;tecnico/tecnologico;empleado;Tecnico en electricidad;1933739;1736729;5859682;1;automotor;0,2017;506;3,0302;Region Caribe;2025-10
U100170;48;femenino;pregrado;empleado;Administrador/a;8047591;6366249;29771647;1;educativo;0,3229;612;3,6994;Region Andina;2025-07
U100171;61;femenino;tecnico/tecnologico;jubilado;Jubilado/a;1263781;877186;16123124;0;ninguno;0;850;5;Region Insular;2026-08
U100172;46;masculino;secundaria;empleado;Auxiliar de bodega;3229495;2902059;15426078;1;automotor;0,0834;624;4,7766;Region Andina;2026-04
U100173;69;masculino;tecnico/tecnologico;jubilado;Jubilado/a;1598807;1246854;2475447;0;ninguno;0;634;1,5483;Region Pacifica;2025-03
U100174;30;masculino;pregrado;empleado;Desarrollador/a de software;7954470;4782295;152466503;1;personal;0,1261;799;5;Region Caribe;2026-09
U100175;30;femenino;tecnico/tecnologico;desempleado;Null;0;0;0;1;personal;0;601;0;Region Andina;2026-08
U100176;63;masculino;secundaria;jubilado;Jubilado/a;1479417;1245440;2227800;1;automotor;0,2217;626;1,5059;Region Andina;2026-01
U100177;54;femenino;pregrado;autonomo;Ingeniero/a civil;8140386;5054197;159905527;0;ninguno;0;850;5;Region Andina;2026-05
U100178;25;femenino;secundaria;empleado;Vendedor/a;2012400;1288475;7865466;1;educativo;0,1711;448;3,9085;Region Andina;2025-04
U100179;39;femenino;secundaria;jubilado;Jubilado/a;1813629;1297056;18483126;1;personal;0,3651;833;5;Region Andina;2027-12
U100180;59;femenino;secundaria;empleado;Recepcionista;3938541;2625682;28285922;0;ninguno;0;508;5;Region Andina;2025-01
U100181;56;femenino;secundaria;empleado;Auxiliar de bodega;2776826;1681164;34005330;1;automotor;0,2001;639;5;Bogota D.C.;2026-03
U100182;33;masculino;secundaria;empleado;Cajero/a;1633799;1422897;5555902;0;ninguno;0;500;3,4006;Bogota D.C.;2025-04
U100183;61;femenino;secundaria;jubilado;Jubilado/a;2314491;1718438;18953955;0;ninguno;0;773;5;Region Andina;2026-10
U100184;36;masculino;pregrado;empleado;Ingeniero/a civil;5368515;4156984;13286824;1;automotor;0,1567;408;2,475;Region Caribe;2025-01
U100185;46;femenino;secundaria;empleado;Recepcionista;1166793;636713;18388482;1;automotor;0,2868;760;5;Bogota D.C.;2025-09
U100186;34;otro;tecnico/tecnologico;estudiante;Estudiante;809541;598599;4187306;1;hipoteca;0,2367;741;5;Region Andina;2025-06
U100187;23;femenino;pregrado;empleado;Enfermero/a;7203069;6334083;15681332;1;personal;0,3543;501;2,177;Region Andina;2026-03
U100188;53;masculino;secundaria;empleado;Auxiliar administrativo/a;2670899;2233429;18416313;0;ninguno;0;668;5;Region Insular;2026-04
U100189;31;femenino;pregrado;autonomo;Ingeniero/a civil;6670938;5164320;6171072;0;ninguno;0;470;0,9251;Region Insular;2027-12
U100190;50;masculino;tecnico/tecnologico;jubilado;Jubilado/a;974698;644097;9862661;1;hipoteca;0,0842;593;5;Region Pacifica;2025-11
U100191;41;femenino;pregrado;empleado;Docente;5526951;4272536;6827804;1;automotor;0,2416;655;1,2354;Orinoquia;2025-11
U100192;49;femenino;pregrado;empleado;Enfermero/a;4406102;3898309;5920667;0;ninguno;0;555;1,3437;Bogota D.C.;2026-03
U100193;51;masculino;posgrado;empleado;Jefe de Area;11732968;7863931;0;0;ninguno;0;556;0;Bogota D.C.;2025-11
U100194;63;masculino;tecnico/tecnologico;jubilado;Jubilado/a;1168581;872614;9578962;0;ninguno;0;766;5;Region Caribe;2025-05
U100195;58;femenino;pregrado;autonomo;Ingeniero/a civil;6716335;3426001;152572158;0;ninguno;0;850;5;Bogota D.C.;2026-10
U100196;70;femenino;posgrado;jubilado;Jubilado/a;1855802;1333247;5722877;0;ninguno;0;510;3,0838;Region Andina;2026-06
U100197;45;femenino;pregrado;autonomo;Enfermero/a;4313386;2736381;69458935;0;ninguno;0;636;5;Bogota D.C.;2026-12
U100198;32;masculino;posgrado;empleado;Gerente de proyectos;12531229;10022700;107780942;1;personal;0,387;750;5;Bogota D.C.;2025-11
U100199;63;masculino;pregrado;jubilado;Jubilado/a;1636530;984243;27022107;0;ninguno;0;719;5;Region Pacifica;2025-09
U100200;59;femenino;secundaria;empleado;Mensajero/a;2114554;1154326;51108798;0;ninguno;0;850;5;Region Andina;2025-04
U100201;60;masculino;pregrado;jubilado;Jubilado/a;2195651;1767869;3890575;0;ninguno;0;543;1,7719;Region Andina;2025-03
U100202;50;masculino;pregrado;desempleado;Null;526555;499842;319470;0;ninguno;0;478;0,6067;Orinoquia;2026-06
U100203;52;masculino;secundaria;empleado;Auxiliar administrativo/a;2165102;1868321;8916741;0;ninguno;0;421;4,1184;Region Pacifica;2026-04
U100204;49;femenino;secundaria;autonomo;Operario/a;3478026;2497848;38251194;0;ninguno;0;804;5;Region Andina;2025-03
